Date,Open,High,Low,Close,Adj Close,Volume
1/10/2019,2573.51001,2597.820068,2562.02002,2596.639893,2596.639893,3704500000
1/11/2019,2588.110107,2596.27002,2577.399902,2596.26001,2596.26001,3434490000
1/14/2019,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3664450000
1/15/2019,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3572330000
1/16/2019,2614.75,2625.76001,2612.679932,2616.100098,2616.100098,3863770000
1/17/2019,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3772270000
1/18/2019,2651.27002,2675.469971,2647.580078,2670.709961,2670.709961,3986730000
1/22/2019,2657.879883,2657.879883,2617.27002,2632.899902,2632.899902,3908030000
1/23/2019,2643.47998,2653.189941,2612.860107,2638.699951,2638.699951,3335610000
1/24/2019,2638.840088,2647.199951,2627.01001,2642.330078,2642.330078,3433250000
1/25/2019,2657.439941,2672.379883,2657.330078,2664.76001,2664.76001,3814080000
1/28/2019,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3612810000
1/29/2019,2644.889893,2650.929932,2631.050049,2640,2640,3504200000
1/30/2019,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3867810000
1/31/2019,2685.48999,2708.949951,2678.649902,2704.100098,2704.100098,4917650000
2/1/2019,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3759270000
2/4/2019,2706.48999,2724.98999,2698.75,2724.870117,2724.870117,3359840000
2/5/2019,2728.340088,2738.97998,2724.030029,2737.699951,2737.699951,3560430000
2/6/2019,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3472690000
2/7/2019,2717.530029,2719.320068,2687.26001,2706.050049,2706.050049,4099490000
2/8/2019,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3622330000
2/11/2019,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3361970000
2/12/2019,2722.610107,2748.189941,2722.610107,2744.72998,2744.72998,3827770000
2/13/2019,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3670770000
2/14/2019,2743.5,2757.899902,2731.22998,2745.72998,2745.72998,3836700000
2/15/2019,2760.23999,2775.659912,2760.23999,2775.600098,2775.600098,3641370000
2/19/2019,2769.280029,2787.330078,2767.290039,2779.76001,2779.76001,3533710000
2/20/2019,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3835450000
2/21/2019,2780.23999,2781.580078,2764.550049,2774.879883,2774.879883,3559710000
2/22/2019,2780.669922,2794.199951,2779.110107,2792.669922,2792.669922,3427810000
2/25/2019,2804.350098,2813.48999,2794.98999,2796.110107,2796.110107,3804380000
2/26/2019,2792.360107,2803.120117,2789.469971,2793.899902,2793.899902,3645680000
2/27/2019,2787.5,2795.76001,2775.129883,2792.379883,2792.379883,3767130000
2/28/2019,2788.110107,2793.72998,2782.51001,2784.48999,2784.48999,4396930000
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
